Timestamp,Device ID,Status,Activity,Activity Status
0.8191525,0.07662496,0.09397968,0.0044906824,0.013072039
0.8161072,0.07180916,0.08790755,0.0013641319,0.004510972
0.82366365,0.0633158,0.07981919,0.00044724043,0.0010794094
0.82632506,0.06636987,0.08606357,0.00049179123,0.0013097017
0.82522047,0.07522769,0.094002865,0.0012128224,0.0026650857
0.8389846,0.026253523,0.038244113,0.00033558457,0.0008092723
0.8192946,0.0911327,0.11156079,0.003080759,0.0074720215
0.81505466,0.092840075,0.1103707,0.0039338185,0.009496042
0.8130033,0.09264808,0.1052464,0.0052771573,0.012364868
0.8315291,0.057843827,0.07420056,0.00025994246,0.00071654917
0.83580714,0.058356874,0.072894424,0.0006992592,0.0015744639
0.8463387,0.02196391,0.034262203,0.00021291984,0.00065080787
0.8179624,0.06471101,0.07636472,0.0016578797,0.005708402
0.8124438,0.09239916,0.10529671,0.005450707,0.012059783
0.82405615,0.061897554,0.08506619,0.003526909,0.012117817
0.82105154,0.06672334,0.08750582,0.004287972,0.013572475
0.82443595,0.065964095,0.08567895,0.0005058366,0.0012760242
0.8143388,0.08519724,0.103661515,0.0025939199,0.007132476
0.82442474,0.08095416,0.10329849,0.0017598699,0.0038276168
0.8220373,0.06350655,0.08538773,0.004159656,0.013538325
0.8152744,0.08906939,0.104985915,0.0046556406,0.010198787
0.81324124,0.09205636,0.10704375,0.0048999316,0.011150615
0.81314164,0.06819323,0.08622867,0.002958042,0.006427561
0.82950556,0.060687624,0.07144605,0.0005128386,0.001169086
0.8311522,0.057190027,0.07316597,0.0004834042,0.002011076
0.8280372,0.05727798,0.0733217,0.00027430948,0.0007007716
0.8184941,0.08236817,0.10593778,0.0014294215,0.0036839254
0.823859,0.057669844,0.06756128,0.0007692516,0.0028880276
0.8222995,0.07364992,0.096086726,0.0010849962,0.0034432146
0.82083917,0.056433804,0.07107968,0.0029083746,0.007603952
0.8304807,0.07171981,0.09029956,0.0013599849,0.0028925363
0.81312597,0.0917045,0.10330962,0.0056017167,0.012568824
0.8096582,0.07969728,0.09408071,0.0042121885,0.009387707
0.83341616,0.048366364,0.06006977,0.00012771934,0.00033431526
0.82113624,0.070543654,0.092886746,0.0024161406,0.0049181688
0.82575756,0.049248688,0.06279796,0.00090036605,0.0036150152
0.82686937,0.08063117,0.10381477,0.001975714,0.004200241
0.8148925,0.08746055,0.10111584,0.0049748104,0.013018837
0.8374634,0.046482667,0.05824696,0.000100049605,0.00028482982
0.82084227,0.07144588,0.09094002,0.004002313,0.012423106
0.8208268,0.07723252,0.09941123,0.0029387078,0.0058086915
0.8264012,0.075106375,0.094251245,0.0012824673,0.0027872187
0.81718135,0.08909423,0.1069351,0.0040104035,0.009086961
0.8202381,0.071614735,0.09091616,0.0037730148,0.01188521
0.82606775,0.060924254,0.07848451,0.000361898,0.00091193395
0.8213312,0.08905107,0.1109656,0.0027959957,0.0065180175
0.8267616,0.049382456,0.06295109,0.002345606,0.0063366694
0.82753927,0.040621154,0.05991911,0.00097143964,0.0049196715
0.83393764,0.060759205,0.07367254,0.00070162455,0.0015853983
0.8250052,0.06358085,0.08168389,0.00054841704,0.0019287723
0.8430734,0.039225437,0.052869294,0.00031744735,0.000845591
0.8330874,0.05271232,0.066939734,0.00017758708,0.00048610385
0.8133939,0.09286154,0.108837985,0.004595146,0.01087652
0.82122135,0.050975103,0.0700622,0.0015449588,0.0035769937
0.8202071,0.08640127,0.11197493,0.0019092716,0.0050383313
0.8135779,0.091475464,0.10651249,0.004890109,0.011008955
0.8202266,0.08847492,0.10844232,0.0033398168,0.007672835
0.8572293,0.023944683,0.027520806,2.7113148e-05,9.011293e-05
0.8287347,0.052162386,0.07605129,0.0026635146,0.010495478
0.8277312,0.0777348,0.09922037,0.0016804585,0.003574904
0.82083094,0.05826453,0.073672004,0.0032085443,0.008688532
0.8208883,0.087043814,0.107209615,0.0033064412,0.0074017392
0.85657686,0.013011908,0.020774603,4.0532683e-05,0.00019147365
0.8433788,0.03461136,0.049451344,0.0003163226,0.0009348513
0.8215251,0.084544025,0.10427991,0.0034540554,0.0070355334
